user_id,registration_date,age,gender,location_city,location_province,income_range,total_purchases,total_spent,avg_order_value,last_active,customer_segment
user_00226,2025-11-12,36,M,Semarang,Jawa Tengah,<25k,3,471.89,157.3,2026-03-15 09:51:30,New
user_00227,2024-06-06,47,M,Surabaya,Jawa Timur,100-200k,38,11066.52,291.22,2026-03-15 09:51:30,VIP
user_00228,2024-09-24,54,M,Bandung,Jawa Barat,50-100k,27,1369.01,50.7,2026-03-24 09:51:30,VIP
user_00229,2025-07-02,54,F,Bandung,Jawa Barat,<25k,33,16123.62,488.59,2026-04-02 09:51:30,VIP
user_00230,2024-09-13,52,M,Palembang,Sumatera Selatan,100-200k,2,672.1,336.05,2026-03-24 09:51:30,New
user_00231,2025-06-19,65,M,Makassar,Sulawesi Selatan,<25k,22,3487.15,158.51,2026-03-14 09:51:30,VIP
user_00232,2024-05-31,24,F,Bandung,Jawa Barat,<25k,22,6505.54,295.71,2026-03-09 09:51:30,VIP
user_00233,2024-05-16,29,F,Tangerang,Banten,25-50k,8,627.16,78.4,2026-03-11 09:51:30,Premium
user_00234,2024-11-22,20,F,Medan,Sumatera Utara,<25k,50,6988.07,139.76,2026-04-03 09:51:30,VIP
user_00235,2025-04-16,37,F,Depok,Jawa Barat,100-200k,16,1063.67,66.48,2026-03-15 09:51:30,Regular
user_00236,2025-08-22,36,F,Jakarta,DKI Jakarta,50-100k,17,1802.23,106.01,2026-03-24 09:51:30,Regular
user_00237,2024-12-13,43,F,Palembang,Sumatera Selatan,50-100k,11,3006.21,273.29,2026-03-20 09:51:30,Regular
user_00238,2025-02-22,51,F,Surabaya,Jawa Timur,100-200k,5,1218.87,243.77,2026-03-09 09:51:30,Premium
user_00239,2025-09-02,52,F,Makassar,Sulawesi Selatan,<25k,5,987.82,197.56,2026-03-26 09:51:30,Premium
user_00240,2025-04-26,46,F,Bandung,Jawa Barat,100-200k,22,5526.58,251.21,2026-03-12 09:51:30,VIP
user_00241,2025-03-09,57,F,Semarang,Jawa Tengah,<25k,4,1408.13,352.03,2026-03-23 09:51:30,New
user_00242,2025-02-26,50,M,Jakarta,DKI Jakarta,25-50k,38,13495.32,355.14,2026-03-21 09:51:30,VIP
user_00243,2026-01-29,26,M,Medan,Sumatera Utara,50-100k,23,5112.54,222.28,2026-03-17 09:51:30,VIP
user_00244,2026-01-31,56,M,Tangerang,Banten,50-100k,23,5744.77,249.77,2026-04-02 09:51:30,VIP
user_00245,2024-07-26,26,F,Palembang,Sumatera Selatan,50-100k,41,7191.83,175.41,2026-03-05 09:51:30,VIP
user_00246,2025-11-09,19,M,Tangerang,Banten,>200k,24,11066.26,461.09,2026-04-01 09:51:30,VIP
user_00247,2025-06-10,34,F,Medan,Sumatera Utara,>200k,18,6521.24,362.29,2026-03-20 09:51:30,Regular
user_00248,2025-08-13,25,M,Surabaya,Jawa Timur,100-200k,11,4998.46,454.41,2026-03-21 09:51:30,Regular
user_00249,2025-12-06,61,F,Makassar,Sulawesi Selatan,<25k,35,10289.2,293.98,2026-03-07 09:51:30,VIP
user_00250,2025-05-02,28,M,Makassar,Sulawesi Selatan,>200k,14,1464.58,104.61,2026-03-29 09:51:30,Regular
user_00251,2025-10-14,33,F,Jakarta,DKI Jakarta,50-100k,35,10763.37,307.52,2026-03-21 09:51:30,VIP
user_00252,2024-08-18,26,M,Surabaya,Jawa Timur,50-100k,25,12495.44,499.82,2026-03-12 09:51:30,VIP
user_00253,2024-10-31,51,F,Palembang,Sumatera Selatan,>200k,4,425.59,106.4,2026-03-25 09:51:30,New
user_00254,2024-05-17,22,F,Tangerang,Banten,>200k,22,2370.51,107.75,2026-03-09 09:51:30,VIP
user_00255,2024-08-18,58,M,Bandung,Jawa Barat,100-200k,32,14714.26,459.82,2026-04-03 09:51:30,VIP
user_00256,2025-10-29,51,M,Semarang,Jawa Tengah,25-50k,10,1951.97,195.2,2026-03-13 09:51:30,Regular
user_00257,2025-07-18,40,F,Surabaya,Jawa Timur,50-100k,12,4029.31,335.78,2026-03-18 09:51:30,Regular
user_00258,2025-05-28,26,F,Bekasi,Jawa Barat,>200k,5,1380.79,276.16,2026-03-30 09:51:30,Premium
user_00259,2024-07-07,55,M,Bandung,Jawa Barat,>200k,46,20971.42,455.9,2026-03-25 09:51:30,VIP
user_00260,2024-08-05,20,M,Surabaya,Jawa Timur,<25k,41,16275.36,396.96,2026-03-27 09:51:30,VIP
user_00261,2024-05-08,31,F,Bekasi,Jawa Barat,<25k,31,13951.51,450.05,2026-03-18 09:51:30,VIP
user_00262,2025-05-13,59,F,Tangerang,Banten,25-50k,43,10007.89,232.74,2026-03-21 09:51:30,VIP
user_00263,2025-12-21,62,M,Bandung,Jawa Barat,100-200k,26,6965.74,267.91,2026-03-29 09:51:30,VIP
user_00264,2025-03-22,56,M,Makassar,Sulawesi Selatan,50-100k,46,22752.08,494.61,2026-03-24 09:51:30,VIP
user_00265,2025-01-21,26,F,Depok,Jawa Barat,>200k,6,1161.61,193.6,2026-03-21 09:51:30,Premium
user_00266,2025-10-31,35,F,Medan,Sumatera Utara,25-50k,6,436.63,72.77,2026-03-05 09:51:30,Premium
user_00267,2025-02-05,57,F,Medan,Sumatera Utara,25-50k,20,9403.76,470.19,2026-03-12 09:51:30,VIP
user_00268,2025-04-19,30,M,Tangerang,Banten,>200k,29,7958.81,274.44,2026-03-26 09:51:30,VIP
user_00269,2024-10-12,19,M,Palembang,Sumatera Selatan,>200k,29,14065.26,485.01,2026-03-29 09:51:30,VIP
user_00270,2024-07-16,40,M,Jakarta,DKI Jakarta,50-100k,31,9885.39,318.88,2026-03-09 09:51:30,VIP
user_00271,2024-05-05,61,F,Semarang,Jawa Tengah,>200k,0,0.0,0.0,2026-03-22 09:51:30,New
user_00272,2025-10-19,34,F,Palembang,Sumatera Selatan,50-100k,2,460.52,230.26,2026-03-17 09:51:30,New
user_00273,2024-08-07,30,F,Depok,Jawa Barat,50-100k,4,895.43,223.86,2026-03-21 09:51:30,New
user_00274,2024-08-19,35,M,Bandung,Jawa Barat,<25k,25,5448.48,217.94,2026-03-25 09:51:30,VIP
user_00275,2024-08-11,41,M,Medan,Sumatera Utara,>200k,32,7379.97,230.62,2026-04-03 09:51:30,VIP
user_00276,2026-01-18,20,M,Makassar,Sulawesi Selatan,100-200k,33,8436.28,255.64,2026-03-16 09:51:30,VIP
user_00277,2024-09-24,26,F,Bekasi,Jawa Barat,50-100k,10,2268.3,226.83,2026-03-16 09:51:30,Regular
user_00278,2025-05-03,55,F,Depok,Jawa Barat,>200k,34,9194.65,270.43,2026-03-17 09:51:30,VIP
user_00279,2025-05-03,48,M,Makassar,Sulawesi Selatan,50-100k,43,4270.85,99.32,2026-03-22 09:51:30,VIP
user_00280,2024-07-16,37,M,Bekasi,Jawa Barat,100-200k,16,7762.91,485.18,2026-03-10 09:51:30,Regular
user_00281,2024-07-21,54,M,Jakarta,DKI Jakarta,>200k,30,3801.91,126.73,2026-03-15 09:51:30,VIP
user_00282,2024-06-09,42,M,Medan,Sumatera Utara,<25k,36,17160.92,476.69,2026-04-01 09:51:30,VIP
user_00283,2025-08-22,19,F,Makassar,Sulawesi Selatan,100-200k,9,2122.49,235.83,2026-03-29 09:51:30,Premium
user_00284,2025-01-09,50,F,Jakarta,DKI Jakarta,25-50k,33,4729.02,143.3,2026-03-25 09:51:30,VIP
user_00285,2024-04-26,48,F,Makassar,Sulawesi Selatan,25-50k,29,13353.22,460.46,2026-03-25 09:51:30,VIP
user_00286,2024-08-23,40,F,Bekasi,Jawa Barat,100-200k,12,5769.62,480.8,2026-03-27 09:51:30,Regular
user_00287,2024-08-11,37,M,Semarang,Jawa Tengah,50-100k,45,6447.38,143.28,2026-03-13 09:51:30,VIP
user_00288,2024-10-21,38,F,Makassar,Sulawesi Selatan,>200k,50,18737.45,374.75,2026-03-26 09:51:30,VIP
user_00289,2025-11-01,54,F,Palembang,Sumatera Selatan,50-100k,49,20191.78,412.08,2026-03-26 09:51:30,VIP
user_00290,2026-01-21,36,M,Makassar,Sulawesi Selatan,100-200k,41,6781.39,165.4,2026-03-20 09:51:30,VIP
user_00291,2025-07-29,30,F,Depok,Jawa Barat,50-100k,8,793.22,99.15,2026-03-12 09:51:30,Premium
user_00292,2024-07-13,33,M,Jakarta,DKI Jakarta,>200k,14,4719.05,337.08,2026-04-03 09:51:30,Regular
user_00293,2025-11-23,44,F,Tangerang,Banten,<25k,43,17064.32,396.84,2026-04-04 09:51:30,VIP
user_00294,2024-08-19,28,F,Tangerang,Banten,100-200k,41,5729.96,139.76,2026-03-05 09:51:30,VIP
user_00295,2025-05-15,38,F,Jakarta,DKI Jakarta,<25k,41,12642.76,308.36,2026-03-18 09:51:30,VIP
user_00296,2026-01-26,29,F,Bandung,Jawa Barat,<25k,25,10114.56,404.58,2026-03-30 09:51:30,VIP
user_00297,2025-05-13,20,M,Semarang,Jawa Tengah,>200k,38,3734.84,98.29,2026-03-25 09:51:30,VIP
user_00298,2025-05-18,47,F,Bandung,Jawa Barat,>200k,29,5010.52,172.78,2026-03-10 09:51:30,VIP
user_00299,2025-11-10,39,M,Tangerang,Banten,50-100k,45,6020.53,133.79,2026-03-12 09:51:30,VIP
user_00300,2025-03-25,36,M,Bandung,Jawa Barat,>200k,40,18146.77,453.67,2026-03-09 09:51:30,VIP
user_00301,2024-12-23,50,F,Surabaya,Jawa Timur,100-200k,42,3902.78,92.92,2026-03-31 09:51:30,VIP
user_00302,2024-11-02,38,M,Jakarta,DKI Jakarta,50-100k,24,3743.63,155.98,2026-03-11 09:51:30,VIP
user_00303,2025-06-05,39,F,Bekasi,Jawa Barat,>200k,0,0.0,0.0,2026-03-24 09:51:30,New
user_00304,2025-07-07,21,M,Tangerang,Banten,50-100k,10,2324.37,232.44,2026-03-19 09:51:30,Regular
user_00305,2025-04-21,62,M,Semarang,Jawa Tengah,50-100k,39,5825.9,149.38,2026-03-05 09:51:30,VIP
user_00306,2025-10-20,48,M,Tangerang,Banten,>200k,23,5454.0,237.13,2026-03-18 09:51:30,VIP
user_00307,2024-11-08,52,M,Medan,Sumatera Utara,>200k,50,4342.08,86.84,2026-03-21 09:51:30,VIP
user_00308,2024-09-11,63,F,Surabaya,Jawa Timur,>200k,7,544.54,77.79,2026-03-18 09:51:30,Premium
user_00309,2024-10-04,30,M,Bandung,Jawa Barat,50-100k,33,8211.33,248.83,2026-03-14 09:51:30,VIP
user_00310,2025-08-07,63,F,Surabaya,Jawa Timur,>200k,28,11589.52,413.91,2026-03-21 09:51:30,VIP
user_00311,2025-10-21,50,F,Tangerang,Banten,>200k,3,904.38,301.46,2026-03-14 09:51:30,New
user_00312,2025-04-24,64,M,Palembang,Sumatera Selatan,50-100k,0,0.0,0.0,2026-03-17 09:51:30,New
user_00313,2025-12-21,20,F,Makassar,Sulawesi Selatan,<25k,34,16910.09,497.36,2026-03-06 09:51:30,VIP
user_00314,2025-12-25,48,M,Semarang,Jawa Tengah,100-200k,11,4356.41,396.04,2026-03-11 09:51:30,Regular
user_00315,2024-05-18,64,F,Makassar,Sulawesi Selatan,100-200k,28,12357.22,441.33,2026-03-06 09:51:30,VIP
user_00316,2025-02-12,42,M,Depok,Jawa Barat,25-50k,41,17922.29,437.13,2026-04-01 09:51:30,VIP
user_00317,2025-09-04,52,F,Depok,Jawa Barat,25-50k,46,22559.59,490.43,2026-03-09 09:51:30,VIP
user_00318,2026-03-02,19,F,Tangerang,Banten,>200k,27,7812.99,289.37,2026-03-09 09:51:30,VIP
user_00319,2025-07-13,33,F,Makassar,Sulawesi Selatan,25-50k,17,2291.88,134.82,2026-03-07 09:51:30,Regular
user_00320,2025-11-10,20,F,Bekasi,Jawa Barat,<25k,15,2141.05,142.74,2026-04-01 09:51:30,Regular
user_00321,2024-07-05,20,F,Bekasi,Jawa Barat,<25k,15,5748.65,383.24,2026-03-23 09:51:30,Regular
user_00322,2024-12-11,32,M,Jakarta,DKI Jakarta,25-50k,32,15906.16,497.07,2026-03-28 09:51:30,VIP
user_00323,2024-07-24,38,F,Medan,Sumatera Utara,50-100k,9,4442.07,493.56,2026-03-19 09:51:30,Premium
user_00324,2025-07-22,44,F,Semarang,Jawa Tengah,<25k,35,16689.19,476.83,2026-03-07 09:51:30,VIP
user_00325,2025-09-07,58,F,Depok,Jawa Barat,100-200k,3,1462.59,487.53,2026-03-05 09:51:30,New
user_00326,2024-05-16,60,F,Depok,Jawa Barat,50-100k,44,10443.23,237.35,2026-03-31 09:51:30,VIP
user_00327,2025-05-02,42,M,Depok,Jawa Barat,100-200k,15,6483.05,432.2,2026-03-26 09:51:30,Regular
user_00328,2025-10-09,47,M,Depok,Jawa Barat,100-200k,26,7820.26,300.78,2026-03-31 09:51:30,VIP
user_00329,2025-02-01,33,F,Medan,Sumatera Utara,50-100k,41,3508.85,85.58,2026-03-21 09:51:30,VIP
user_00330,2025-02-19,23,M,Jakarta,DKI Jakarta,50-100k,24,8475.66,353.15,2026-03-16 09:51:30,VIP
user_00331,2026-01-24,22,M,Bekasi,Jawa Barat,>200k,13,3454.46,265.73,2026-03-08 09:51:30,Regular
user_00332,2025-03-30,37,M,Medan,Sumatera Utara,25-50k,47,4831.24,102.79,2026-03-11 09:51:30,VIP
user_00333,2024-10-31,33,M,Palembang,Sumatera Selatan,25-50k,35,6815.44,194.73,2026-03-26 09:51:30,VIP
user_00334,2025-02-09,47,F,Semarang,Jawa Tengah,50-100k,23,6457.65,280.77,2026-03-20 09:51:30,VIP
user_00335,2024-11-13,24,F,Makassar,Sulawesi Selatan,25-50k,23,4388.74,190.81,2026-04-03 09:51:30,VIP
user_00336,2024-08-06,32,M,Jakarta,DKI Jakarta,50-100k,35,16472.44,470.64,2026-03-17 09:51:30,VIP
user_00337,2025-01-02,36,M,Medan,Sumatera Utara,50-100k,14,3092.99,220.93,2026-03-09 09:51:30,Regular
user_00338,2025-06-27,49,F,Semarang,Jawa Tengah,100-200k,46,15583.08,338.76,2026-03-20 09:51:30,VIP
user_00339,2024-11-19,28,F,Bandung,Jawa Barat,25-50k,46,13613.51,295.95,2026-03-30 09:51:30,VIP
user_00340,2024-08-27,59,M,Depok,Jawa Barat,<25k,4,1901.34,475.33,2026-03-14 09:51:30,New
user_00341,2026-01-15,18,F,Bandung,Jawa Barat,25-50k,4,1472.91,368.23,2026-04-04 09:51:30,New
user_00342,2025-07-25,50,F,Makassar,Sulawesi Selatan,<25k,39,13142.14,336.98,2026-03-06 09:51:30,VIP
user_00343,2024-06-12,48,F,Jakarta,DKI Jakarta,<25k,34,10140.15,298.24,2026-04-04 09:51:30,VIP
user_00344,2026-02-16,51,F,Depok,Jawa Barat,50-100k,1,276.0,276.0,2026-03-13 09:51:30,New
user_00345,2024-04-14,45,M,Surabaya,Jawa Timur,<25k,33,3861.13,117.0,2026-03-29 09:51:30,VIP
user_00346,2024-06-09,51,F,Makassar,Sulawesi Selatan,50-100k,50,11430.17,228.6,2026-03-24 09:51:30,VIP
user_00347,2025-01-14,47,M,Medan,Sumatera Utara,50-100k,43,18173.0,422.63,2026-04-02 09:51:30,VIP
user_00348,2024-05-05,59,M,Surabaya,Jawa Timur,100-200k,24,5273.43,219.73,2026-03-20 09:51:30,VIP
user_00349,2026-01-07,58,M,Bandung,Jawa Barat,<25k,31,13342.35,430.4,2026-03-15 09:51:30,VIP
user_00350,2025-03-31,54,M,Depok,Jawa Barat,<25k,14,2031.93,145.14,2026-03-08 09:51:30,Regular
user_00351,2024-08-02,48,F,Jakarta,DKI Jakarta,<25k,43,20060.07,466.51,2026-03-07 09:51:30,VIP
user_00352,2024-08-26,54,M,Bandung,Jawa Barat,50-100k,1,482.66,482.66,2026-03-17 09:51:30,New
user_00353,2025-10-09,63,F,Surabaya,Jawa Timur,50-100k,10,3037.81,303.78,2026-03-17 09:51:30,Regular
user_00354,2025-01-31,61,F,Palembang,Sumatera Selatan,25-50k,50,24740.75,494.82,2026-03-12 09:51:30,VIP
user_00355,2025-12-15,50,F,Jakarta,DKI Jakarta,<25k,27,4170.55,154.46,2026-04-02 09:51:30,VIP
user_00356,2025-03-22,56,F,Makassar,Sulawesi Selatan,<25k,40,6919.89,173.0,2026-03-21 09:51:30,VIP
user_00357,2024-10-19,32,F,Depok,Jawa Barat,100-200k,27,3606.71,133.58,2026-03-17 09:51:30,VIP
user_00358,2024-04-28,42,M,Bekasi,Jawa Barat,50-100k,15,5563.48,370.9,2026-04-02 09:51:30,Regular
user_00359,2025-06-04,27,F,Bandung,Jawa Barat,100-200k,20,4246.3,212.32,2026-04-02 09:51:30,VIP
user_00360,2026-02-28,37,F,Makassar,Sulawesi Selatan,50-100k,6,657.77,109.63,2026-03-30 09:51:30,Premium
user_00361,2024-12-19,46,F,Surabaya,Jawa Timur,<25k,5,1046.31,209.26,2026-04-02 09:51:30,Premium
user_00362,2024-07-02,56,F,Palembang,Sumatera Selatan,<25k,18,4251.86,236.21,2026-03-11 09:51:30,Regular
user_00363,2025-12-09,64,M,Bekasi,Jawa Barat,>200k,10,3583.92,358.39,2026-03-30 09:51:30,Regular
user_00364,2025-10-14,35,F,Semarang,Jawa Tengah,100-200k,9,706.23,78.47,2026-03-22 09:51:30,Premium
user_00365,2025-05-27,44,F,Tangerang,Banten,<25k,23,3755.09,163.26,2026-03-28 09:51:30,VIP
user_00366,2024-06-03,49,M,Tangerang,Banten,<25k,8,1496.77,187.1,2026-03-05 09:51:30,Premium
user_00367,2025-01-24,39,F,Makassar,Sulawesi Selatan,100-200k,21,5119.32,243.78,2026-03-09 09:51:30,VIP
user_00368,2024-05-08,56,M,Semarang,Jawa Tengah,50-100k,38,18098.47,476.28,2026-03-29 09:51:30,VIP
user_00369,2024-10-31,38,M,Palembang,Sumatera Selatan,50-100k,18,6852.48,380.69,2026-03-15 09:51:30,Regular
user_00370,2024-10-19,54,M,Makassar,Sulawesi Selatan,100-200k,17,7096.18,417.42,2026-03-23 09:51:30,Regular
user_00371,2025-02-25,25,M,Bekasi,Jawa Barat,>200k,11,3924.48,356.77,2026-03-18 09:51:30,Regular
user_00372,2026-02-06,64,F,Medan,Sumatera Utara,100-200k,18,7633.38,424.08,2026-04-02 09:51:30,Regular
user_00373,2025-01-11,61,F,Bandung,Jawa Barat,50-100k,15,2455.6,163.71,2026-03-31 09:51:30,Regular
user_00374,2024-12-27,42,M,Tangerang,Banten,>200k,30,9360.29,312.01,2026-03-18 09:51:30,VIP
user_00375,2024-10-03,62,F,Depok,Jawa Barat,<25k,50,24289.63,485.79,2026-03-13 09:51:30,VIP
user_00376,2024-09-02,56,M,Surabaya,Jawa Timur,25-50k,42,14662.71,349.11,2026-03-30 09:51:30,VIP
user_00377,2024-05-12,57,M,Bekasi,Jawa Barat,100-200k,48,9562.49,199.22,2026-03-10 09:51:30,VIP
user_00378,2024-12-20,24,M,Surabaya,Jawa Timur,50-100k,14,3917.26,279.8,2026-03-19 09:51:30,Regular
user_00379,2024-08-11,55,M,Tangerang,Banten,50-100k,25,6459.46,258.38,2026-03-14 09:51:30,VIP
user_00380,2024-07-11,62,M,Makassar,Sulawesi Selatan,<25k,30,2911.42,97.05,2026-03-22 09:51:30,VIP
user_00381,2025-12-08,25,M,Makassar,Sulawesi Selatan,50-100k,21,5352.89,254.9,2026-03-29 09:51:30,VIP
user_00382,2024-09-18,48,F,Tangerang,Banten,<25k,28,10497.12,374.9,2026-03-21 09:51:30,VIP
user_00383,2025-04-13,22,F,Jakarta,DKI Jakarta,<25k,1,432.13,432.13,2026-03-15 09:51:30,New
user_00384,2025-11-14,61,M,Medan,Sumatera Utara,>200k,11,3281.96,298.36,2026-03-25 09:51:30,Regular
user_00385,2024-08-09,45,F,Medan,Sumatera Utara,100-200k,40,5320.13,133.0,2026-03-15 09:51:30,VIP
user_00386,2024-05-01,45,F,Jakarta,DKI Jakarta,>200k,12,3027.71,252.31,2026-03-22 09:51:30,Regular
user_00387,2025-01-31,18,M,Medan,Sumatera Utara,50-100k,48,17601.21,366.69,2026-03-10 09:51:30,VIP
user_00388,2025-12-31,54,M,Depok,Jawa Barat,25-50k,23,4523.94,196.69,2026-03-21 09:51:30,VIP
user_00389,2025-11-09,34,F,Depok,Jawa Barat,50-100k,38,8545.73,224.89,2026-03-23 09:51:30,VIP
user_00390,2024-07-12,25,F,Makassar,Sulawesi Selatan,100-200k,39,4977.86,127.64,2026-03-14 09:51:30,VIP
user_00391,2025-05-05,57,M,Bandung,Jawa Barat,50-100k,7,1101.5,157.36,2026-04-01 09:51:30,Premium
user_00392,2025-08-30,41,M,Depok,Jawa Barat,100-200k,26,8278.18,318.39,2026-03-17 09:51:30,VIP
user_00393,2025-02-06,45,M,Tangerang,Banten,>200k,44,20399.39,463.62,2026-03-06 09:51:30,VIP
user_00394,2025-09-09,53,M,Tangerang,Banten,50-100k,8,1073.55,134.19,2026-03-09 09:51:30,Premium
user_00395,2024-11-29,57,M,Makassar,Sulawesi Selatan,<25k,31,3454.66,111.44,2026-03-09 09:51:30,VIP
user_00396,2025-02-05,53,F,Palembang,Sumatera Selatan,100-200k,26,9608.67,369.56,2026-03-21 09:51:30,VIP
user_00397,2024-10-21,28,M,Bekasi,Jawa Barat,<25k,50,19623.77,392.48,2026-03-26 09:51:30,VIP
user_00398,2026-01-31,35,M,Depok,Jawa Barat,50-100k,10,4013.33,401.33,2026-03-17 09:51:30,Regular
user_00399,2024-10-14,53,M,Bekasi,Jawa Barat,<25k,17,6779.61,398.8,2026-03-09 09:51:30,Regular
user_00400,2025-02-23,52,M,Tangerang,Banten,>200k,13,6440.19,495.4,2026-04-01 09:51:30,Regular
user_00401,2024-05-05,33,F,Jakarta,DKI Jakarta,100-200k,16,3309.75,206.86,2026-03-09 09:51:30,Regular
user_00402,2025-12-06,46,M,Medan,Sumatera Utara,25-50k,47,14784.59,314.57,2026-03-24 09:51:30,VIP
user_00403,2024-06-19,58,F,Bandung,Jawa Barat,>200k,8,3225.46,403.18,2026-03-09 09:51:30,Premium
user_00404,2025-08-06,21,F,Depok,Jawa Barat,50-100k,38,11112.94,292.45,2026-03-25 09:51:30,VIP
user_00405,2025-05-10,36,F,Depok,Jawa Barat,<25k,8,3865.98,483.25,2026-03-10 09:51:30,Premium
user_00406,2025-01-08,21,F,Bandung,Jawa Barat,25-50k,15,1737.14,115.81,2026-03-25 09:51:30,Regular
user_00407,2025-06-25,61,F,Tangerang,Banten,25-50k,36,12044.91,334.58,2026-03-15 09:51:30,VIP
user_00408,2025-01-05,42,F,Surabaya,Jawa Timur,<25k,25,7050.65,282.03,2026-03-27 09:51:30,VIP
user_00409,2025-02-21,47,F,Makassar,Sulawesi Selatan,>200k,0,0.0,0.0,2026-03-08 09:51:30,New
user_00410,2025-11-30,64,F,Makassar,Sulawesi Selatan,<25k,50,14524.55,290.49,2026-03-29 09:51:30,VIP
user_00411,2024-12-21,31,F,Semarang,Jawa Tengah,50-100k,18,3635.82,201.99,2026-03-17 09:51:30,Regular
user_00412,2025-10-23,54,F,Makassar,Sulawesi Selatan,<25k,2,189.62,94.81,2026-03-10 09:51:30,New
user_00413,2024-11-20,19,M,Bandung,Jawa Barat,100-200k,29,1458.82,50.3,2026-03-05 09:51:30,VIP
user_00414,2024-12-22,30,M,Semarang,Jawa Tengah,25-50k,17,1564.05,92.0,2026-03-24 09:51:30,Regular
user_00415,2025-06-22,23,F,Bandung,Jawa Barat,<25k,25,8288.05,331.52,2026-03-12 09:51:30,VIP
user_00416,2025-07-09,45,M,Surabaya,Jawa Timur,<25k,13,3439.32,264.56,2026-03-31 09:51:30,Regular
user_00417,2024-07-06,32,F,Jakarta,DKI Jakarta,<25k,44,9002.77,204.61,2026-04-01 09:51:30,VIP
user_00418,2024-12-28,62,M,Tangerang,Banten,<25k,14,3113.34,222.38,2026-03-12 09:51:30,Regular
user_00419,2025-11-21,24,F,Makassar,Sulawesi Selatan,50-100k,8,1777.8,222.22,2026-03-09 09:51:30,Premium
user_00420,2025-10-20,59,M,Surabaya,Jawa Timur,>200k,36,1937.29,53.81,2026-03-15 09:51:30,VIP
user_00421,2025-09-18,46,F,Medan,Sumatera Utara,25-50k,26,8508.09,327.23,2026-03-21 09:51:30,VIP
user_00422,2025-07-26,23,M,Bandung,Jawa Barat,<25k,37,14004.65,378.5,2026-03-24 09:51:30,VIP
user_00423,2024-12-21,38,M,Medan,Sumatera Utara,50-100k,41,3604.39,87.91,2026-03-18 09:51:30,VIP
user_00424,2024-06-28,56,F,Jakarta,DKI Jakarta,50-100k,13,3678.83,282.99,2026-03-19 09:51:30,Regular
user_00425,2025-08-24,65,F,Semarang,Jawa Tengah,<25k,50,22703.03,454.06,2026-03-05 09:51:30,VIP
user_00426,2025-07-03,49,F,Surabaya,Jawa Timur,25-50k,31,10451.25,337.14,2026-04-02 09:51:30,VIP
user_00427,2024-09-11,18,F,Makassar,Sulawesi Selatan,25-50k,24,10496.79,437.37,2026-03-17 09:51:30,VIP
user_00428,2024-12-30,41,M,Tangerang,Banten,<25k,1,314.31,314.31,2026-04-04 09:51:30,New
user_00429,2025-06-10,31,M,Jakarta,DKI Jakarta,100-200k,32,5725.42,178.92,2026-03-13 09:51:30,VIP
user_00430,2024-10-08,44,F,Palembang,Sumatera Selatan,<25k,40,11658.17,291.45,2026-03-16 09:51:30,VIP
user_00431,2025-09-30,35,M,Semarang,Jawa Tengah,<25k,32,14861.32,464.42,2026-03-10 09:51:30,VIP
user_00432,2025-09-27,52,F,Palembang,Sumatera Selatan,>200k,40,15738.03,393.45,2026-03-15 09:51:30,VIP
user_00433,2024-04-07,59,M,Semarang,Jawa Tengah,100-200k,46,22035.96,479.04,2026-03-28 09:51:30,VIP
user_00434,2026-01-05,33,M,Palembang,Sumatera Selatan,<25k,29,9440.47,325.53,2026-04-03 09:51:30,VIP
user_00435,2025-04-23,60,M,Surabaya,Jawa Timur,<25k,45,5028.54,111.75,2026-04-04 09:51:30,VIP
user_00436,2025-09-19,49,F,Depok,Jawa Barat,>200k,50,21006.4,420.13,2026-03-27 09:51:30,VIP
user_00437,2025-09-16,41,M,Semarang,Jawa Tengah,<25k,49,22292.74,454.95,2026-03-25 09:51:30,VIP
user_00438,2024-12-21,35,M,Semarang,Jawa Tengah,>200k,40,3387.26,84.68,2026-03-21 09:51:30,VIP
user_00439,2024-09-28,41,M,Tangerang,Banten,>200k,10,2154.6,215.46,2026-03-27 09:51:30,Regular
user_00440,2025-11-20,54,M,Medan,Sumatera Utara,>200k,0,0.0,0.0,2026-03-08 09:51:30,New
user_00441,2026-02-21,33,M,Tangerang,Banten,50-100k,24,11138.45,464.1,2026-03-30 09:51:30,VIP
user_00442,2026-01-28,53,F,Medan,Sumatera Utara,50-100k,15,3559.73,237.32,2026-03-12 09:51:30,Regular
user_00443,2025-04-12,35,M,Bekasi,Jawa Barat,50-100k,7,1931.43,275.92,2026-03-07 09:51:30,Premium
user_00444,2026-01-11,29,M,Depok,Jawa Barat,<25k,25,2025.42,81.02,2026-03-21 09:51:30,VIP
user_00445,2025-05-20,37,F,Surabaya,Jawa Timur,>200k,29,1554.0,53.59,2026-03-29 09:51:30,VIP
user_00446,2025-05-11,54,F,Bekasi,Jawa Barat,25-50k,29,6255.97,215.72,2026-03-20 09:51:30,VIP
user_00447,2025-08-17,64,M,Bandung,Jawa Barat,<25k,26,1579.75,60.76,2026-03-18 09:51:30,VIP
user_00448,2025-03-16,58,M,Makassar,Sulawesi Selatan,<25k,48,16597.76,345.79,2026-03-08 09:51:30,VIP
user_00449,2025-04-25,24,M,Depok,Jawa Barat,25-50k,26,7056.74,271.41,2026-04-03 09:51:30,VIP
user_00450,2025-10-11,63,F,Surabaya,Jawa Timur,<25k,14,6352.91,453.78,2026-03-19 09:51:30,Regular
